Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Approximate Volume Released (m3),Substance,SubstanceCategory,Release Type,Year,What Happened?,Why it Happened?,Pipeline Phase,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2012-159,Release of Substance,18-11-2012,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.15019444,-121.4512055,No,No,Yes,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2012,Cracking ,"Maintenance, Standards and Procedures",Operation,,
INC2012-161,Fire,22-11-2012,Kitchener,Ontario,TransCanada PipeLines Limited,Closed,43.406032,-80.43846,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Operating Conditions,Standards and Procedures,Construction,,
INC2012-162,Release of Substance,22-11-2012,Beauharnois,Quebec,TransCanada PipeLines Limited,Closed,45.27297,-73.893093,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Cracking ,Maintenance,Construction,,
INC2012-164,Release of Substance,24-11-2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.48053,-104.57829,Yes,No,No,No,Not Provided,Natural Gas Liquids,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-166,Release of Substance,27-11-2012,Goldboro,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.17667,-61.6226,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Operation,,
INC2012-168,Release of Substance,07-12-2012,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.239523,-66.102866,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Material Defect,Maintenance,Operation,,
INC2012-171,Serious Injury (NEB or TSB),15-12-2012,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54719,-113.35571,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference, Incorrect Operation, Operating Conditions","Individual Factors, Leadership and Communication, Standards and Procedures",Construction,,
INC2012-173,Release of Substance,26-12-2012,Cabri,Saskatchewan,TransCanada PipeLines Limited,Closed,50.60505,-108.70856,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2012,Equipment Failure,Maintenance,Operation,,
INC2012-174,Fire,29-12-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.54747,-113.35571,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Equipment Failure,"Engineering and Planning, Tools and Equipment",Operation,,
INC2012-175,Fire,08-01-2013,Mississauga,Ontario,TransCanada PipeLines Limited,Closed,43.551392,-79.593431,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Equipment Failure,Maintenance,construction,,
INC2012-176,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-177,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-178,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-179,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-180,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-181,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-182,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-183,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-184,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-185,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-186,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-187,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-188,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-189,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-190,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-191,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-192,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-193,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-194,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-195,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-196,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-197,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-198,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-199,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-200,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-201,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2012-202,Operation Beyond Design Limits,27-02-2012,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2012,Other Causes,Maintenance,Operation,,
INC2013-003,Fire,08-01-2013,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.87366,-79.57983,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Maintenance,Operation,,
INC2013-004,Release of Substance,08-01-2013,Goldboro,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.17741,-61.6223,Yes,No,No,No,679,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Standards and Procedures,Operation,,
INC2013-005,Release of Substance,15-01-2013,Dryden,Ontario,TransCanada PipeLines Limited,Closed,49.789417,-92.765515,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Cracking ,Maintenance,Operation,,
INC2013-007,Release of Substance,21-01-2013,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.1442,-120.67138,Yes,No,No,No,9.1,Condensate,Low Vapour Pressure Product,Liquid,2013,Equipment Failure,Maintenance,Operation,,
INC2013-010,Release of Substance,25-01-2013,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.11437,-117.45693,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-011,Release of Substance,26-01-2013,Brockville,Ontario,TransCanada PipeLines Limited,Submitted,44.68344,-75.62107,Yes,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Natural Force Damage,Natural or Environmental Forces,Operation,,
INC2013-012,Release of Substance,26-01-2013,Whitecourt,Alberta,NOVA Gas Transmission Ltd.,Closed,53.96046,-116.46003,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Cracking ,Maintenance,Operation,,
INC2013-015,Serious Injury (NEB or TSB),30-01-2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,59.20188,-121.600162,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Individual Factors,Construction,,
INC2013-016,Release of Substance,01-02-2013,Caledonia,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,44.375026,-65.031085,Yes,No,No,No,1000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Standards and Procedures,Operation,,
INC2013-018,Release of Substance,02-02-2013,Glenavon,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.18688,-103.17213,Yes,No,No,No,7.7,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2013,"Cracking , Incorrect Operation, Natural Force Damage, Operating Conditions","Maintenance, Natural or Environmental Forces",Operation,,
INC2013-024,Release of Substance,10-02-2013,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,57.02618,-111.69054,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Cracking ,Standards and Procedures,Operation,,
INC2013-025,Fire,12-02-2013,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,54.095087,-112.305849,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,"Engineering and Planning, Maintenance",Maintenance,,
INC2013-028,Release of Substance,14-02-2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,55.22444444,-114.8005555,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,To be determined,To be determined,Operation,,
INC2013-030,Release of Substance,19-02-2013,Redcliff,Alberta,NOVA Gas Transmission Ltd.,Closed,50.060735,-110.729591,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-031,Release of Substance,21-02-2013,Falcon Lake,Manitoba,TransCanada PipeLines Limited,Closed,49.681165,-95.374581,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-038,Release of Substance,04-03-2013,Geraldton,Ontario,TransCanada PipeLines Limited,Closed,49.801251,-86.760603,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,"Cracking , Material Defect",Maintenance,Operation,,
INC2013-039,Release of Substance,08-03-2013,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,No,No,No,No,1,Sulphur Dioxide,Miscellaneous,Miscellaneous,2013,"Incorrect Operation, Internal Corrosion, Material Degradation ",Maintenance,Operation,,
INC2013-041,Release of Substance,08-03-2013,Falcon Lake,Manitoba,TransCanada PipeLines Limited,Submitted,49.681165,-95.374581,Yes,No,No,No,0.0001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-043,Release of Substance,15-03-2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,59.20186,-121.596498,Yes,No,No,No,2,Condensate,Low Vapour Pressure Product,Liquid,2013,Operating Conditions,Standards and Procedures,Operation,,
INC2013-044,Fire,16-03-2013,Hamburg,Alberta,NOVA Gas Transmission Ltd.,Closed,57.367714,-119.752776,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Standards and Procedures,Construction,,
INC2013-047,Operation Beyond Design Limits,18-03-2013,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Submitted,52.65396,-111.26844,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,To be determined,To be determined,Operation,,
INC2013-053,Release of Substance,01-04-2013,Edson,Alberta,Alliance Pipeline Ltd.,Closed,53.66111,-116.59955,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,"Material Defect, Operating Conditions","Standards and Procedures, Tools and Equipment",Construction,,
INC2013-056,"Fire, Release of Substance",04-04-2013,Windsor,Ontario,Plains Midstream Canada ULC,Closed,42.281736,-83.07803,Yes,No,No,No,30,Mixed HVP Hydrocarbons,High Vapour Pressure Product,Gas,2013,"Incorrect Operation, Material Defect, Natural Force Damage, Operating Conditions","Engineering and Planning, Leadership and Communication, Maintenance, Standards and Procedures",Operation,,
INC2013-058,Fire,05-04-2013,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.653959,-111.268469,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Standards and Procedures,Construction,,
INC2013-059,Operation Beyond Design Limits,09-04-2013,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.9565,-112.370504,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,"Individual Factors, Leadership and Communication, Tools and Equipment",Operation,,
INC2013-062,Operation Beyond Design Limits,13-04-2013,Windsor,Ontario,Kinder Morgan Cochin ULC,Closed,42.281736,-83.07803,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Engineering and Planning,Operation,,
INC2013-063,Release of Substance,16-04-2013,Fredericton,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.218884,-65.984989,Yes,No,No,No,0.028,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-064,Release of Substance,18-04-2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.865344,-109.026045,Yes,No,No,No,4,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2013,"Equipment Failure, External Corrosion ","Engineering and Planning, Maintenance",Operation,,
INC2013-066,Release of Substance,26-04-2013,Dartmouth,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,44.68563,-63.59679,Yes,No,No,No,736,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,External Interference,Engineering and Planning,Operation,,
INC2013-067,Operation Beyond Design Limits,26-04-2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.5475,-113.35566,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Standards and Procedures,Operation,,
INC2013-069,Operation Beyond Design Limits,30-04-2013,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,54.5353,-117.10964,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,"Incorrect Operation, Operating Conditions","Engineering and Planning, Maintenance",Operation,,
INC2013-070,Fire,01-05-2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Material Defect,Maintenance,Operation,,
INC2013-071,Fire,03-05-2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Leadership and Communication,Construction,,
INC2013-072,Fire,04-05-2013,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,54.095087,-112.305849,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Material Defect,Standards and Procedures,Operation,,
INC2013-073,Release of Substance,07-05-2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.254932,-65.988823,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Tools and Equipment,Operation,,
INC2013-074,Operation Beyond Design Limits,10-05-2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.868264,-109.036068,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,"Equipment Failure, Material Defect, Operating Conditions","Engineering and Planning, Maintenance",Operation,,
INC2013-075,Release of Substance,12-05-2013,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.035238,-117.966456,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Tools and Equipment,Operation,,
INC2013-077,Release of Substance,15-05-2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.254932,-65.988823,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-078,Release of Substance,15-05-2013,Sackville,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.897931,-64.368366,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-079,Release of Substance,15-05-2013,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.087971,-64.77714,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-080,Release of Substance,15-05-2013,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.087971,-64.77714,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-083,Operation Beyond Design Limits,23-05-2013,Wrigley,Northwest Territories,Enbridge Pipelines (NW) Inc.,Closed,63.08805,-123.2205611,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Engineering and Planning,Maintenance,,
INC2013-086,Operation Beyond Design Limits,06-06-2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Submitted,53.547403,-113.355714,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,"Incorrect Operation, Operating Conditions","Engineering and Planning, Individual Factors",Operation,,
INC2013-088,Release of Substance,10-06-2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.279238,-66.006686,Yes,No,No,No,0.3,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-089,Release of Substance,10-06-2013,Rollingdam,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.271448,-67.03329,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-091,Release of Substance,11-06-2013,Hilda,Alberta,NOVA Gas Transmission Ltd.,Closed,50.457417,-110.196855,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Cracking ,Tools and Equipment,Operation,,
INC2013-094,Release of Substance,14-06-2013,Saint George,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.1291,-66.819134,Yes,No,No,No,0.3,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-095,Release of Substance,14-06-2013,Saint George,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.156922,-66.769837,Yes,No,No,No,0.85,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-096,Release of Substance,19-06-2013,Caron,Saskatchewan,TransCanada PipeLines Limited,Closed,50.480661,-105.867038,Yes,No,No,No,5000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Operating Conditions,Maintenance,Operation,,
INC2013-097,Release of Substance,19-06-2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,59.20186,-121.596498,No,No,Yes,No,0.0001,Natural Gas - Sour,High Vapour Pressure Product,Gas,2013,To be determined,To be determined,Maintenance,,
INC2013-099,Release of Substance,26-06-2013,Hope,British Columbia,Trans Mountain Pipeline ULC,Closed,49.615781,-121.034754,No,No,Yes,Yes,17.8,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2013,Material Defect,Maintenance,Maintenance,,
INC2013-101,Operation Beyond Design Limits,01-07-2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-103,Release of Substance,02-07-2013,Waasis,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.828977,-66.578676,Yes,No,No,No,0.0001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,"Engineering and Planning, Purchasing",Operation,,
INC2013-104,Release of Substance,03-07-2013,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Submitted,52.653959,-111.268469,Yes,No,No,No,1.59,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2013,To be determined,To be determined,Construction,,
INC2013-107,Release of Substance,08-07-2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Submitted,55.29782,-113.69498,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,To be determined,To be determined,Operation,,
INC2013-110,"Fire, Release of Substance",05-07-2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,No,No,No,No,20500,Natural Gas - Sour,High Vapour Pressure Product,Gas,2013,Incorrect Operation,"Engineering and Planning, Maintenance",Operation,,
INC2013-111,Release of Substance,12-07-2013,Fredericton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.9627,-66.6432,Yes,No,No,No,0.0001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,"Engineering and Planning, Purchasing",Operation,,
INC2013-112,Release of Substance,17-07-2013,Ile des Chï¿½nes,Manitoba,TransCanada PipeLines Limited,Submitted,49.720115,-96.983862,Yes,No,No,No,1.9,Lube Oil,Low Vapour Pressure Product,Liquid,2013,"Cracking , Incorrect Operation","Engineering and Planning, Maintenance",Operation,,
INC2013-113,Release of Substance,22-07-2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.865344,-109.026045,Yes,No,No,No,Not Provided,Natural Gas Liquids,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-114,Release of Substance,24-07-2013,Coaldale,Alberta,NOVA Gas Transmission Ltd.,Closed,49.634728,-112.476416,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Engineering and Planning,Operation,,
INC2013-115,Operation Beyond Design Limits,24-07-2013,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.943843,-122.074441,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Standards and Procedures,Maintenance,,
INC2013-117,Fire,25-07-2013,Not specified,Alberta,Kinder Morgan Cochin ULC,Submitted,53.499634,-112.081524,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,To be determined,To be determined,Maintenance,,
INC2013-118,Release of Substance,29-07-2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.865344,-109.026045,Yes,No,No,No,0.0001,Natural Gas Liquids,High Vapour Pressure Product,Gas,2013,Incorrect Operation,"Individual Factors, Standards and Procedures",Operation,,
INC2013-119,Release of Substance,03-08-2013,Cromer,Manitoba,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Yes,No,No,No,Not Provided,Natural Gas Liquids,High Vapour Pressure Product,Gas,2013,"Equipment Failure, Operating Conditions",Maintenance,Operation,,
INC2013-120,Release of Substance,04-08-2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.865344,-109.026045,Yes,No,No,No,0.0001,Natural Gas Liquids,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
