Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Approximate Volume Released (m3),Substance,SubstanceCategory,Release Type,Year,What Happened?,Why it Happened?,Pipeline Phase,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2013-123,Fire,17-08-2013,Taber,Alberta,NOVA Gas Transmission Ltd.,Closed,49.78485,-112.15107,Yes,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,To be determined,To be determined,Maintenance,,
INC2013-124,Release of Substance,20-08-2013,Not specified,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.27405,-66.02748,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-125,Fire,21-08-2013,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.146303,-120.669169,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,To be determined,To be determined,Maintenance,,
INC2013-126,Operation Beyond Design Limits,28-08-2013,Cromer,Manitoba,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-129,Operation Beyond Design Limits,06-09-2013,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,"Material Degradation , Operating Conditions",Maintenance,Maintenance,,
INC2013-131,Release of Substance,12-09-2013,Edson,Alberta,NOVA Gas Transmission Ltd.,Submitted,54.09296,-116.62308,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Engineering and Planning,Operation,,
INC2013-133,Release of Substance,16-09-2013,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,54.08577,-116.64156,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Engineering and Planning,Operation,,
INC2013-136,Release of Substance,22-09-2013,Strome,Alberta,Enbridge Pipelines Inc.,Submitted,52.930153,-112.073468,No,No,Yes,No,Not Provided,Natural Gas Liquids,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-137,Release of Substance,23-09-2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.6535,-122.68519,No,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Operating Conditions,Maintenance,Operation,,
INC2013-139,Release of Substance,26-09-2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Submitted,55.26619,-114.60103,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Degradation ,Maintenance,Maintenance,,
INC2013-141,Release of Substance,28-09-2013,Smokey Lake,Alberta,NOVA Gas Transmission Ltd.,Submitted,53.97323,-112.22835,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,External Corrosion ,Maintenance,Operation,,
INC2013-142,Release of Substance,06-10-2013,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Submitted,55.26395,-114.601007,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,External Corrosion ,Maintenance,Operation,,
INC2013-146,Release of Substance,17-10-2013,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Closed,56.514327,-113.679868,No,No,Yes,No,16500000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Degradation ,"Engineering and Planning, Leadership and Communication",Operation,,
INC2013-147,Operation Beyond Design Limits,17-10-2013,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Submitted,56.51516,-113.65075,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,To be determined,To be determined,Operation,,
INC2013-148,Release of Substance,20-10-2013,Gadsby,Alberta,NOVA Gas Transmission Ltd.,Submitted,52.3882,-112.2162,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,To be determined,To be determined,Maintenance,,
INC2013-150,Release of Substance,23-10-2013,Burstall,Saskatchewan,TransCanada PipeLines Limited,Submitted,50.676806,-109.929667,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,To be determined,To be determined,Operation,,
INC2013-152,Release of Substance,29-10-2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.273315,-66.063308,Yes,No,No,No,5.7,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Material Defect,Maintenance,Operation,,
INC2013-153,Fire,31-10-2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Leadership and Communication,Maintenance,,
INC2013-154,Release of Substance,02-11-2013,Vermilion Bay,Ontario,TransCanada PipeLines Limited,Submitted,49.82512,-93.627265,Yes,No,No,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Cracking ,Maintenance,Operation,,
INC2013-155,Release of Substance,16-11-2013,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.273315,-66.063308,Yes,No,No,No,500,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-157,Release of Substance,21-11-2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,No,No,No,No,0.0001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-158,Fire,22-11-2013,Saint Leon,Manitoba,Enbridge Pipelines Inc.,Closed,49.362856,-98.590633,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Material Defect,Standards and Procedures,Maintenance,,
INC2013-159,Operation Beyond Design Limits,22-11-2013,Fort Saskatchewan,Alberta,Cochin Pipe Lines Ltd.,Closed,53.700716,-113.209466,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,"Engineering and Planning, Maintenance",Operation,,
INC2013-160,Release of Substance,24-11-2013,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,No,No,No,No,Not Provided,Natural Gas - Sour,High Vapour Pressure Product,Gas,2013,Internal Corrosion,Maintenance,Operation,,
INC2013-161,Release of Substance,25-11-2013,Edmonton,Alberta,Enbridge Pipelines Inc.,Submitted,53.307156,-113.511011,Yes,No,No,No,2.25,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2013,Incorrect Operation,"Individual Factors, Standards and Procedures",Operation,,
INC2013-162,Release of Substance,27-11-2013,Boyle,Alberta,NOVA Gas Transmission Ltd.,Closed,54.50936,-112.64735,No,No,Yes,No,4300000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,External Corrosion ,Maintenance,Operation,,
INC2013-164,Release of Substance,01-12-2013,Sherwood Park,Alberta,Trans Mountain Pipeline ULC,Submitted,53.542908,-113.36445,Yes,No,No,No,12,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2013,To be determined,To be determined,Construction,,
INC2013-165,Operation Beyond Design Limits,02-12-2013,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.477608,-104.569525,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Incorrect Operation,Maintenance,Operation,,
INC2013-167,Fire,05-12-2013,Monchy,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Closed,49.017155,-107.831853,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,"Equipment Failure, Incorrect Operation, Operating Conditions",Maintenance,Operation,,
INC2013-168,Release of Substance,05-12-2013,Dryden,Ontario,TransCanada PipeLines Limited,Closed,49.7951,-92.762674,Yes,No,No,No,0.017,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,"Cracking , Incorrect Operation",Maintenance,Operation,,
INC2013-169,Release of Substance,09-12-2013,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.112702,-64.714397,Yes,No,No,No,0.3,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Equipment Failure,Maintenance,Operation,,
INC2013-170,Release of Substance,11-12-2013,Goldboro,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.182385,-61.652361,No,No,Yes,No,2000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Cracking ,Maintenance,Operation,,
INC2013-175,Release of Substance,16-12-2013,Elko,British Columbia,Foothills Pipe Lines Ltd.,Closed,49.28487,-115.17704,Yes,No,No,No,1500,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2013,Cracking ,"Engineering and Planning, Maintenance",Operation,,
INC2013-177,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-178,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-179,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-180,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-181,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-182,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-183,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-184,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-185,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-186,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-187,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-188,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-189,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-190,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-191,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-192,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-193,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-194,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-195,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-196,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-197,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-198,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-199,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-200,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-201,Operation Beyond Design Limits,10-10-2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.753998,-101.238688,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-202,Operation Beyond Design Limits,25-07-2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2013-203,Operation Beyond Design Limits,25-07-2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2013,Operating Conditions,Engineering and Planning,Operation,,
INC2014-003,Release of Substance,08-01-2014,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.112702,-64.714397,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2014,Equipment Failure,Maintenance,Operation,,
INC2014-004,Release of Substance,09-01-2014,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,No,No,No,No,0.3,Hydrogen Sulphide,Miscellaneous,Miscellaneous,2014,Internal Corrosion,Maintenance,Operation,,
INC2014-006,"Fire, Release of Substance",11-01-2014,Ile des Chï¿½nes,Manitoba,TransCanada PipeLines Limited,Closed,49.716512,-96.976655,Yes,No,No,No,2,Lube Oil,Low Vapour Pressure Product,Liquid,2014,Equipment Failure,Maintenance,Operation,,
INC2014-007,Release of Substance,11-01-2014,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.793058,-120.52672,No,No,No,No,1.78,Propane,High Vapour Pressure Product,Gas,2014,Incorrect Operation,Standards and Procedures,Operation,,
INC2014-008,Release of Substance,12-01-2014,Bowden,Alberta,NOVA Gas Transmission Ltd.,Submitted,51.911918,-113.664358,No,No,Yes,No,Not Provided,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2014,To be determined,To be determined,Operation,,
INC2014-012,Fire,15-01-2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.5474,-113.35582,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2014,Material Defect,"Engineering and Planning, Individual Factors, Maintenance, Standards and Procedures",Construction,,
INC2014-013,Release of Substance,15-01-2014,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.653246,-122.684823,No,No,No,No,190,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2014,Incorrect Operation,"Maintenance, Standards and Procedures",Operation,,
INC2014-014,Release of Substance,16-01-2014,Norman Wells,Northwest Territories,Enbridge Pipelines (NW) Inc.,Closed,65.286034,-126.887048,Yes,No,No,No,0.0001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2014,"Incorrect Operation, Operating Conditions",Standards and Procedures,Maintenance,,
INC2014-015,Release of Substance,16-01-2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.273315,-66.063308,No,No,Yes,No,2,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2014,Material Defect,Maintenance,Operation,,
INC2014-016,Release of Substance,18-01-2014,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.392646,-104.569717,Yes,Yes,No,No,20,Crude Oil - Synthetic,Low Vapour Pressure Product,Liquid,2014,Material Defect,Maintenance,Operation,,
